DNA_ID,Sample_ID,Concentration_ng_ul,Filter_Extracted,Extraction_Date,Lot_Number,Project_ID,Location_ID,Date_Collected,Station_ID,Deployment_ID,FP_or_PT_Sample_Remaining_fraction,SD_remaining_est,Freezer_Temp_NegDegrees,Notes,Date,D_Number,Deployment_Type,Niskin_bottles,Deployment_Depth_m,Integrated_Depths_m,Depth_Class,Max_Depth,Temp_at_Deployment,Deployment_Time,Total_Filtration_Time_min,Volume_Filtered_mL,Storage_Code,Fraction,Replicate,Upper_Size_um,Lower_Size_um,NOTES,Start_Filtration_Time,End_Filtration_Time,Latitude,Longitude,lag,water_extracted,month
AP_D127,AAH_ONT_20230923_064_FP_EW1,47.3,0.25,20231013,175026656_1,AAH,ONT,20230923,64,AAH_ONT_20230923_064_1,0.75,NA,NA,NA,20230923,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T16:10:00Z,NA,4000,FF,Whole,1,20,0.22,was just pumping air for a bit randomly in the middle (fixed) so let it go for longer,0-01-01T17:15:00Z,0-01-01T17:46:00Z,43.5251,-76.92655,96,1000,September
AP_D135,AAH_ONT_20230923_066_FP_BW1,26.3,0.25,20231011,175026656_1,AAH,ONT,20230923,66,AAH_ONT_20230923_066_2,0.75,NA,NA,NA,20230923,2,Rosette Cast,3,15.8,NA,B,NA,NA,0-01-01T11:57:00Z,NA,5400,FF,Whole,1,20,0.22,NA,0-01-01T12:15:00Z,0-01-01T12:47:00Z,43.3332,-76.84138333,50,1350,September
AP_D143,AAH_ONT_20230924_717_FP_MW1,10.7,0.25,20231006,172033163,AAH,ONT,20230924,717,AAH_ONT_20230924_717_2,0.75,NA,NA,NA,20230924,2,Rosette Cast,3,18.5,NA,M,NA,NA,0-01-01T10:02:00Z,NA,4200,FF,Whole,1,20,0.22,NA,0-01-01T10:23:00Z,0-01-01T10:53:00Z,43.3004,-77.44073333,51,1050,September
AP_D151,AAH_ONT_20230926_033_FP_BW1,8.39,0.5,20231003,172033163,AAH,ONT,20230926,33,AAH_ONT_20230926_033_3,0.75,NA,NA,Night sample,20230926,3,Rosette Cast,3,134,NA,B,NA,NA,0-01-01T23:52:00Z,NA,4140,FF,Whole,1,20,0.22,Night sample,0-01-01T00:08:00Z,0-01-01T00:24:00Z,43.59733333,-78.8149,32,2070,September
AP_D104,AAH_ONT_20230926_038_FP_BW2,9.96,0.25,20231009,172033163,AAH,ONT,20230926,38,AAH_ONT_20230926_038_2,0.75,NA,NA,NA,20230926,2,Rosette Cast,3,16.6,NA,B,NA,NA,0-01-01T10:29:00Z,NA,5280,FF,Whole,2,20,0.22,NA,0-01-01T10:43:00Z,0-01-01T11:07:00Z,43.38313333,-77.98871667,38,1320,September
AP_D112,AAH_ONT_20230926_043_FP_EW2,39,0.25,20231013,175026656_1,AAH,ONT,20230926,43,AAH_ONT_20230926_043_1,0.75,NA,NA,NA,20230926,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T04:13:00Z,NA,3780,FF,Whole,2,20,0.22,NA,0-01-01T05:09:00Z,0-01-01T05:34:00Z,43.94891667,-78.04683333,81,945,September
AP_D120,AAH_ONT_20230926_048_FP_BW2,18.7,0.25,20231010,175026656_1,AAH,ONT,20230926,48,AAH_ONT_20230926_048_3,0.75,NA,NA,NA,20230926,3,Rosette Cast,3,31.5,NA,B,NA,NA,0-01-01T00:45:00Z,NA,3600,FF,Whole,2,20,0.22,NA,0-01-01T01:34:00Z,0-01-01T01:56:00Z,43.87971667,-77.43926667,71,900,September
AP_D128,AAH_ONT_20230923_064_FP_EW2,42.9,0.25,20231010,175026656_1,AAH,ONT,20230923,64,AAH_ONT_20230923_064_1,0.75,NA,NA,NA,20230923,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T16:10:00Z,NA,3640,FF,Whole,2,20,0.22,NA,0-01-01T16:19:00Z,0-01-01T16:46:00Z,43.5251,-76.92655,36,910,September
AP_D136,AAH_ONT_20230923_066_FP_BW2,30.3,0.25,20231018,175026656_1,AAH,ONT,20230923,66,AAH_ONT_20230923_066_2,0.75,NA,NA,NA,20230923,2,Rosette Cast,3,15.8,NA,B,NA,NA,0-01-01T11:57:00Z,NA,5280,FF,Whole,2,20,0.22,Small fuzz ball within cartridge,0-01-01T12:10:00Z,0-01-01T12:41:00Z,43.3332,-76.84138333,44,1320,September
AP_D144,AAH_ONT_20230924_717_FP_MW2,12.8,0.25,20231018,175026656_1,AAH,ONT,20230924,717,AAH_ONT_20230924_717_2,0.75,NA,NA,NA,20230924,2,Rosette Cast,3,18.5,NA,M,NA,NA,0-01-01T10:02:00Z,NA,4000,FF,Whole,2,20,0.22,NA,0-01-01T11:19:00Z,0-01-01T11:40:00Z,43.3004,-77.44073333,98,1000,September
AP_D152,AAH_ONT_20230926_033_FP_BW2,4.8,0.25,20231009,172033163,AAH,ONT,20230926,33,AAH_ONT_20230926_033_3,0.75,NA,NA,Night sample,20230926,3,Rosette Cast,3,134,NA,B,NA,NA,0-01-01T23:52:00Z,NA,3600,FF,Whole,2,20,0.22,"Night sample, lost a bit of flow through (<500mL)",0-01-01T00:41:00Z,0-01-01T00:59:00Z,43.59733333,-78.8149,67,900,September
AP_D105,AAH_ONT_20230926_041_FP_EW1,30.1,0.25,20231016,175026656_1,AAH,ONT,20230926,41,AAH_ONT_20230926_041_1,0.75,NA,NA,NA,20230926,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T07:15:00Z,NA,4900,FF,Whole,1,20,0.22,NA,0-01-01T07:25:00Z,0-01-01T07:52:00Z,43.71741667,-78.02633333,37,1225,September
AP_D113,AAH_ONT_20230926_043_FP_BW1,19.4,0.25,20231006,172033163,AAH,ONT,20230926,43,AAH_ONT_20230926_043_2,0.75,NA,NA,NA,20230926,2,Rosette Cast,3,15.6,NA,B,NA,NA,0-01-01T03:51:00Z,NA,4200,FF,Whole,1,20,0.22,In tube labeled as EW1,0-01-01T04:03:00Z,0-01-01T04:28:00Z,43.94891667,-78.04683333,37,1050,September
AP_D121,AAH_ONT_20230925_055_FP_EW1,41.6,0.25,20231018,175026656_1,AAH,ONT,20230925,55,AAH_ONT_20230925_055_1,0.75,NA,NA,NA,20230925,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T20:02:00Z,NA,4800,FF,Whole,1,20,0.22,NA,0-01-01T20:20:00Z,0-01-01T20:47:00Z,43.44283333,-77.4398,45,1200,September
AP_D129,AAH_ONT_20230923_064_FP_MW1,16.4,0.25,20231013,175026656_1,AAH,ONT,20230923,64,AAH_ONT_20230923_064_2,0.75,NA,NA,NA,20230923,2,Rosette Cast,3,106,NA,M,NA,NA,0-01-01T15:36:00Z,NA,4900,FF,Whole,1,20,0.22,NA,0-01-01T15:51:00Z,0-01-01T16:09:00Z,43.5251,-76.92655,33,1225,September
AP_D137,AAH_ONT_20230923_062_FP_EW1,39,0.25,20231017,175026656_1,AAH,ONT,20230923,62,AAH_ONT_20230923_062_1,0.75,NA,NA,NA,20230923,1,Rosette Cast,3,4.8,NA,E,NA,NA,0-01-01T21:51:00Z,NA,4180,FF,Whole,1,20,0.22,NA,0-01-01T21:58:00Z,0-01-01T22:22:00Z,43.86005,-77.00128333,31,1045,September
AP_D145,AAH_ONT_20230924_717_FP_BW1,4.3,0.25,20231009,172033163,AAH,ONT,20230924,717,AAH_ONT_20230924_717_3,0.75,NA,NA,NA,20230924,3,Rosette Cast,3,34.8,NA,B,NA,NA,0-01-01T09:59:00Z,NA,3120,FF,Whole,1,20,0.22,NA,0-01-01T10:17:00Z,0-01-01T10:41:00Z,43.3004,-77.44073333,42,780,September
AP_D153,AAH_ONT_20230928_000_FP_NW1,NA,0.25,20231006,172033163,AAH,ONT,20230928,0,NA,0.75,NA,NA,Negative control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4100,FF,Whole,1,20,0.22,NA,0-01-01T01:10:00Z,0-01-01T01:27:00Z,NA,NA,NA,1025,September
AP_D106,AAH_ONT_20230926_041_FP_EW2,17.5,0.25,20231010,175026656_1,AAH,ONT,20230926,41,AAH_ONT_20230926_041_1,0.75,NA,NA,NA,20230926,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T07:15:00Z,NA,3800,FF,Whole,2,20,0.22,NA,0-01-01T08:24:00Z,0-01-01T08:45:00Z,43.71741667,-78.02633333,90,950,September
AP_D114,AAH_ONT_20230926_043_FP_BW2,25.2,0.25,20231009,172033163,AAH,ONT,20230926,43,AAH_ONT_20230926_043_2,0.75,NA,NA,NA,20230926,2,Rosette Cast,3,15.6,NA,B,NA,NA,0-01-01T03:51:00Z,NA,4160,FF,Whole,2,20,0.22,NA,0-01-01T04:38:00Z,0-01-01T05:03:00Z,43.94891667,-78.04683333,72,1040,September
AP_D122,AAH_ONT_20230925_055_FP_EW2,27.9,0.25,20231011,175026656_1,AAH,ONT,20230925,55,AAH_ONT_20230925_055_1,0.75,NA,NA,NA,20230925,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T20:02:00Z,NA,4460,FF,Whole,2,20,0.22,NA,0-01-01T21:12:00Z,0-01-01T21:38:00Z,43.44283333,-77.4398,96,1115,September
AP_D130,AAH_ONT_20230923_064_FP_MW2,16.4,0.25,20231009,172033163,AAH,ONT,20230923,64,AAH_ONT_20230923_064_2,0.75,NA,NA,NA,20230923,2,Rosette Cast,3,106,NA,M,NA,NA,0-01-01T15:36:00Z,NA,5160,FF,Whole,2,20,0.22,overflowed a bit in flow-through,0-01-01T16:31:00Z,0-01-01T17:04:00Z,43.5251,-76.92655,88,1290,September
AP_D138,AAH_ONT_20230923_062_FP_EW2,19.8,0.25,20231010,175026656_1,AAH,ONT,20230923,62,AAH_ONT_20230923_062_1,0.75,NA,NA,NA,20230923,1,Rosette Cast,3,4.8,NA,E,NA,NA,0-01-01T21:51:00Z,NA,4360,FF,Whole,2,20,0.22,NA,0-01-01T22:39:00Z,0-01-01T23:04:00Z,43.86005,-77.00128333,73,1090,September
AP_D146,AAH_ONT_20230924_717_FP_BW2,12,0.25,20231011,175026656_1,AAH,ONT,20230924,717,AAH_ONT_20230924_717_3,0.75,NA,NA,NA,20230924,3,Rosette Cast,3,34.8,NA,B,NA,NA,0-01-01T09:59:00Z,NA,3940,FF,Whole,2,20,0.22,dust bunny things on filter again,0-01-01T11:01:00Z,0-01-01T11:23:00Z,43.3004,-77.44073333,84,985,September
AP_D154,EXTRACTION_NEGATIVE,NA,1,20231018,175026656_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP_D107,AAH_ONT_20230926_041_FP_MW1,14.7,0.25,20231016,175026656_1,AAH,ONT,20230926,41,AAH_ONT_20230926_041_2,0.75,NA,NA,NA,20230926,2,Rosette Cast,3,63.9,NA,M,NA,NA,0-01-01T06:47:00Z,NA,4840,FF,Whole,1,20,0.22,NA,0-01-01T07:01:00Z,0-01-01T07:23:00Z,43.71741667,-78.02633333,36,1210,September
AP_D115,AAH_ONT_20230926_048_FP_EW1,38.2,0.25,20231011,175026656_1,AAH,ONT,20230926,48,AAH_ONT_20230926_048_1,0.75,NA,NA,NA,20230926,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T01:12:00Z,NA,5020,FF,Whole,1,20,0.22,NA,0-01-01T01:20:00Z,0-01-01T01:45:00Z,43.87971667,-77.43926667,33,1255,September
AP_D123,AAH_ONT_20230925_055_FP_MW1,18.8,0.25,20231016,175026656_1,AAH,ONT,20230925,55,AAH_ONT_20230925_055_2,0.75,NA,NA,NA,20230925,2,Rosette Cast,3,96,NA,M,NA,NA,0-01-01T19:30:00Z,NA,5220,FF,Whole,1,20,0.22,NA,0-01-01T19:46:00Z,0-01-01T20:09:00Z,43.44283333,-77.4398,39,1305,September
AP_D131,AAH_ONT_20230923_064_FP_BW1,11.3,0.25,20231018,175026656_1,AAH,ONT,20230923,64,AAH_ONT_20230923_064_3,0.75,NA,NA,NA,20230923,3,Rosette Cast,3,210,NA,B,NA,NA,0-01-01T15:29:00Z,NA,4560,FF,Whole,1,20,0.22,NA,0-01-01T15:47:00Z,0-01-01T16:03:00Z,43.5251,-76.92655,34,1140,September
AP_D139,AAH_ONT_20230923_062_FP_BW1,35.4,0.25,20231011,175026656_1,AAH,ONT,20230923,62,AAH_ONT_20230923_062_2,0.75,NA,NA,NA,20230923,2,Rosette Cast,3,18,NA,B,NA,NA,0-01-01T21:30:00Z,NA,4020,FF,Whole,1,20,0.22,NA,0-01-01T21:42:00Z,0-01-01T22:02:00Z,43.86005,-77.00128333,32,1005,September
AP_D147,AAH_ONT_20230926_033_FP_EW1,27.7,0.5,20231003,172033163,AAH,ONT,20230926,33,AAH_ONT_20230926_033_1,0.75,NA,NA,Night sample,20230926,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T23:59:00Z,NA,4420,FF,Whole,1,20,0.22,Night sample,0-01-01T00:12:00Z,0-01-01T00:37:00Z,43.59733333,-78.8149,38,2210,September
Zymo_Mock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP_D108,AAH_ONT_20230926_041_FP_MW2,22.3,0.25,20231011,175026656_1,AAH,ONT,20230926,41,AAH_ONT_20230926_041_2,0.75,NA,NA,NA,20230926,2,Rosette Cast,3,63.9,NA,M,NA,NA,0-01-01T06:47:00Z,NA,4200,FF,Whole,2,20,0.22,"volume filtered is an estimation, filter was put in on wrong side",0-01-01T07:58:00Z,0-01-01T08:19:00Z,43.71741667,-78.02633333,92,1050,September
AP_D116,AAH_ONT_20230926_048_FP_EW2,38.4,0.25,20231011,175026656_1,AAH,ONT,20230926,48,AAH_ONT_20230926_048_1,0.75,NA,NA,NA,20230926,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T01:12:00Z,NA,4920,FF,Whole,2,20,0.22,NA,0-01-01T02:11:00Z,0-01-01T02:36:00Z,43.87971667,-77.43926667,84,1230,September
AP_D124,AAH_ONT_20230925_055_FP_MW2,11.9,0.25,20231017,175026656_1,AAH,ONT,20230925,55,AAH_ONT_20230925_055_2,0.75,NA,NA,NA,20230925,2,Rosette Cast,3,96,NA,M,NA,NA,0-01-01T19:30:00Z,NA,4500,FF,Whole,2,20,0.22,NA,0-01-01T20:26:00Z,0-01-01T20:45:00Z,43.44283333,-77.4398,75,1125,September
AP_D132,AAH_ONT_20230923_064_FP_BW2,9.25,0.25,20231011,175026656_1,AAH,ONT,20230923,64,AAH_ONT_20230923_064_3,0.75,NA,NA,NA,20230923,3,Rosette Cast,3,210,NA,B,NA,NA,0-01-01T15:29:00Z,NA,4240,FF,Whole,2,20,0.22,NA,0-01-01T16:21:00Z,0-01-01T16:43:00Z,43.5251,-76.92655,74,1060,September
AP_D140,AAH_ONT_20230923_062_FP_BW2,23,0.25,20231006,172033163,AAH,ONT,20230923,62,AAH_ONT_20230923_062_2,0.75,NA,NA,NA,20230923,2,Rosette Cast,3,18,NA,B,NA,NA,0-01-01T21:30:00Z,NA,3820,FF,Whole,2,20,0.22,NA,0-01-01T22:15:00Z,0-01-01T22:31:00Z,43.86005,-77.00128333,61,955,September
AP_D148,AAH_ONT_20230926_033_FP_EW2,34,0.25,20231009,172033163,AAH,ONT,20230926,33,AAH_ONT_20230926_033_1,0.75,NA,NA,Night sample,20230926,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T23:59:00Z,NA,4400,FF,Whole,2,20,0.22,Night sample,0-01-01T01:00:00Z,0-01-01T01:25:00Z,43.59733333,-78.8149,86,1100,September
Blank1_10471351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP_D109,AAH_ONT_20230926_041_FP_BW1,3.54,0.25,20231009,172033163,AAH,ONT,20230926,41,AAH_ONT_20230926_041_3,0.75,NA,NA,NA,20230926,3,Rosette Cast,3,126,NA,B,NA,NA,0-01-01T06:45:00Z,NA,3300,FF,Whole,1,20,0.22,minor spill for 5 seconds,0-01-01T06:55:00Z,0-01-01T07:16:00Z,43.71741667,-78.02633333,31,825,September
AP_D117,AAH_ONT_20230926_048_FP_MW1,36,0.25,20231009,172033163,AAH,ONT,20230926,48,AAH_ONT_20230926_048_2,0.75,NA,NA,NA,20230926,2,Rosette Cast,3,16.5,NA,M,NA,NA,0-01-01T00:48:00Z,NA,4160,FF,Whole,1,20,0.22,NA,0-01-01T01:02:00Z,0-01-01T01:27:00Z,43.87971667,-77.43926667,39,1040,September
AP_D125,AAH_ONT_20230925_055_FP_BW1,10.4,0.25,20231017,175026656_1,AAH,ONT,20230925,55,AAH_ONT_20230925_055_3,0.75,NA,NA,NA,20230925,3,Rosette Cast,3,189.6,NA,B,NA,NA,0-01-01T19:26:00Z,NA,4540,FF,Whole,1,20,0.22,"Small black fleck came through tubing onto filter, not sure if it was within tubing or within bottle (or from environment?)",0-01-01T19:39:00Z,0-01-01T19:57:00Z,43.44283333,-77.4398,31,1135,September
AP_D133,AAH_ONT_20230923_066_FP_EW1,36.8,0.25,20231017,175026656_1,AAH,ONT,20230923,66,AAH_ONT_20230923_066_1,0.75,NA,NA,NA,20230923,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T12:32:00Z,NA,4680,FF,Whole,1,20,0.22,NA,0-01-01T12:41:00Z,0-01-01T12:58:00Z,43.3332,-76.84138333,26,1170,September
AP_D141,AAH_ONT_20230924_717_FP_EW1,33.2,0.25,20231009,172033163,AAH,ONT,20230924,717,AAH_ONT_20230924_717_1,0.75,NA,NA,NA,20230924,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T10:28:00Z,NA,4330,FF,Whole,1,20,0.22,NA,0-01-01T10:39:00Z,0-01-01T11:04:00Z,43.3004,-77.44073333,36,1082.5,September
AP_D149,AAH_ONT_20230926_033_FP_MW1,8.23,0.5,20231003,172033163,AAH,ONT,20230926,33,AAH_ONT_20230926_033_2,0.75,NA,NA,Night sample,20230926,2,Rosette Cast,3,68,NA,M,NA,NA,0-01-01T23:57:00Z,NA,4220,FF,Whole,1,20,0.22,Night sample,0-01-01T00:15:00Z,0-01-01T00:32:00Z,43.59733333,-78.8149,35,2110,September
Blank2_10471351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP_D110,AAH_ONT_20230926_041_FP_BW2,4.46,0.25,20231010,172033163,AAH,ONT,20230926,41,AAH_ONT_20230926_041_3,0.75,NA,NA,NA,20230926,3,Rosette Cast,3,126,NA,B,NA,NA,0-01-01T06:45:00Z,NA,2160,FF,Whole,2,20,0.22,NA,0-01-01T07:49:00Z,0-01-01T08:07:00Z,43.71741667,-78.02633333,82,540,September
AP_D118,AAH_ONT_20230926_048_FP_MW2,33.6,0.25,20231016,175026656_1,AAH,ONT,20230926,48,AAH_ONT_20230926_048_2,0.75,NA,NA,NA,20230926,2,Rosette Cast,3,16.5,NA,M,NA,NA,0-01-01T00:48:00Z,NA,3700,FF,Whole,2,20,0.22,NA,0-01-01T01:44:00Z,0-01-01T02:07:00Z,43.87971667,-77.43926667,79,925,September
AP_D126,AAH_ONT_20230925_055_FP_BW2,11.3,0.25,20231011,175026656_1,AAH,ONT,20230925,55,AAH_ONT_20230925_055_3,0.75,NA,NA,NA,20230925,3,Rosette Cast,3,189.6,NA,B,NA,NA,0-01-01T19:26:00Z,NA,4740,FF,Whole,2,20,0.22,NA,0-01-01T20:12:00Z,0-01-01T20:31:00Z,43.44283333,-77.4398,65,1185,September
AP_D134,AAH_ONT_20230923_066_FP_EW2,24.6,0.25,20231009,172033163,AAH,ONT,20230923,66,AAH_ONT_20230923_066_1,0.75,NA,NA,NA,20230923,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T12:32:00Z,NA,4240,FF,Whole,2,20,0.22,NA,0-01-01T13:13:00Z,0-01-01T13:13:00Z,43.3332,-76.84138333,41,1060,September
AP_D142,AAH_ONT_20230924_717_FP_EW2,43.4,0.25,20231009,172033163,AAH,ONT,20230924,717,AAH_ONT_20230924_717_1,0.75,NA,NA,NA,20230924,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T10:28:00Z,NA,4365,FF,Whole,2,20,0.22,NA,0-01-01T11:27:00Z,0-01-01T11:48:00Z,43.3004,-77.44073333,80,1091.25,September
AP_D150,AAH_ONT_20230926_033_FP_MW2,11.6,0.25,20231011,175026656_1,AAH,ONT,20230926,33,AAH_ONT_20230926_033_2,0.75,NA,NA,Night sample,20230926,2,Rosette Cast,3,68,NA,M,NA,NA,0-01-01T23:57:00Z,NA,4100,FF,Whole,2,20,0.22,Night sample,0-01-01T00:50:00Z,0-01-01T01:08:00Z,43.59733333,-78.8149,71,1025,September
