DNA_ID,input,filtered,denoisedF,denoisedR,merged,nochim,perc_reads_retained,Sample_ID,Concentration_ng_ul,Filter_Extracted,Extraction_Date,Lot_Number,Project_ID,Location_ID,Date_Collected,Station_ID,Deployment_ID,FP_or_PT_Sample_Remaining_fraction,SD_remaining_est,Freezer_Temp_NegDegrees,Notes,Date,D_Number,Deployment_Type,Niskin_bottles,Deployment_Depth_m,Integrated_Depths_m,Depth_Class,Max_Depth,Temp_at_Deployment,Deployment_Time,Total_Filtration_Time_min,Volume_Filtered_mL,Storage_Code,Fraction,Replicate,Upper_Size_um,Lower_Size_um,NOTES,Start_Filtration_Time,End_Filtration_Time,Latitude,Longitude,lag,water_extracted,month,avg_cells_per_ml,Depth_Range,Chem_Depth,is_Fmax,is_stratified,EPA_Comments,NH4,NOx,SRP,TN,TP,K,Na,Ca,Mg,Cl,SO4,DOC,Si,chl_a,pressure,temperature,conductivity,oxygenRaw,par,beamAttenuation,beamTransmission,fluorescence,spar,upoly,oxygen,conductivity2,flag,salinity,temperature2,oxygenRaw2,conductivity3,oxygen2,transect,good_oxygen
AP_D1,69027,48217,46611,46651,45363,44190,64.01842757181973,AAH_ONT_20230519_017_FP_EW1,28,0.5,20230608,172033163,AAH,ONT,20230519,17,AAH_ONT_20230519_017_1,0,NA,NA,"Filters upside down, so stopped and re-ran with fresh filters",20230519,1,Rosette Cast,1,5,NA,E,NA,NA,0-01-01T07:06:00Z,NA,1500,FF,Whole,1,20,0.22,"Filters upside down, so stopped and re-ran with fresh filters",0-01-01T07:17:00Z,0-01-01T07:34:00Z,43.22506666666666,-79.27145,28,750,May,NA,< 10 m,5,no,unstratified,NA,35.7,295,2.15,492,4.67,1.529848302641993,13.725000000000001,32.36,9.164,23.1097,23.3691,2.435,0.816,0.55,4.921,5.9916,194.77892400000002,2.1551,26.85,0.629,85.4498,0.17582,287.49,0.3701934,12.4599,314.2085,0,2245518.8623499526,NA,NA,NA,NA,T1,12.4599
AP_D9,41411,28469,27641,27785,26654,25778,62.249160850981625,AAH_ONT_20230515_074_FP_EW1,106,0.5,20230609,172033163,AAH,ONT,20230515,74,AAH_ONT_20230515_074_1,0.5,NA,NA,NA,20230515,1,Rosette Cast,2,5,NA,E,NA,NA,0-01-01T16:37:00Z,NA,3510,FF,Whole,1,20,0.22,NA,0-01-01T14:49:00Z,0-01-01T17:13:00Z,43.747366666666665,-76.51155,36,1755,May,3173752.217821782,< 10 m,5,yes,stratified,NA,13.4,259,1.87,472,4.45,1.7862889484604554,14.076,30.98,8.64,24.8078,23.4899,2.942,1.07,4.8,4.887,9.2661,213.519764,2.5006,471.58,0.9845,78.1831,0.56044,1719,0.3440003,13.745750000000001,311.541,0,2245712.305789462,NA,NA,NA,NA,T5,13.745750000000001
AP_D17,44873,31754,30810,30791,29370,28214,62.87522563679718,AAH_ONT_20230516_066_FP_EW1,65.1,0.5,20230613,172033163,AAH,ONT,20230516,66,AAH_ONT_20230516_066_1,0.5,NA,NA,NA,20230516,1,Rosette Cast,2,5,NA,E,NA,NA,0-01-01T07:25:00Z,NA,2920,FF,Whole,1,20,0.22,NA,0-01-01T07:32:00Z,0-01-01T07:48:00Z,43.333666666666666,-76.83433333333333,23,1460,May,5076274.419525674,< 10 m,5,no,unstratified,NA,16.4,270,1.62,489,5.54,1.8382634000172544,14.876999999999999,31.96,8.952,25.7602,24.7462,2.803,0.842,2.06,4.897,12.3324,240.974532,2.442,56.202,0.6832,84.2997,0.58242,362.32,0.3527313,12.3597,322.719,0,2486388.3521219236,NA,NA,NA,NA,T5,12.3597
AP_D25,39900,26624,25751,25768,24746,24078,60.34586466165413,AAH_ONT_20230517_043_FP_EW1,24.8,0.5,20230613,172033163,AAH,ONT,20230517,43,AAH_ONT_20230517_043_1,0.5,NA,NA,NA,20230517,1,Rosette Cast,2,5,NA,E,NA,NA,0-01-01T17:09:00Z,NA,4000,FF,Whole,1,20,0.22,NA,0-01-01T17:27:00Z,0-01-01T17:42:00Z,43.950116666666666,-78.04975,33,2000,May,2889886.875431729,< 10 m,5,no,unstratified,NA,11.8,222,0.863,499,5.48,1.6316852169318026,14.703,32.9,9.164,24.7628,23.7067,2.498,1.28,0.56,4.91,5.8797,196.309483,2.1685,420.23,0.2421,94.1281,0.079365,1226.8,0.4030386,12.5967,317.841,0,2310594.3148969803,NA,NA,NA,NA,T3,12.5967
AP_D33,22430,11515,10839,10784,10106,9653,43.03611234953188,AAH_ONT_20230517_717_FP_EW1,151,0.5,20230613,172033163,AAH,ONT,20230517,717,AAH_ONT_20230517_717_1,0.5,NA,NA,NA,20230517,1,Rosette Cast,2,5,NA,E,NA,NA,0-01-01T08:17:00Z,NA,3100,FF,Whole,1,20,0.22,NA,0-01-01T08:28:00Z,0-01-01T08:46:00Z,43.30056666666667,-77.44083333333333,29,1550,May,3552719.654616624,< 10 m,5,yes,NA,NA,17.4,334,0.876,477,3.43,1.768242451726188,14.484000000000002,32.88,8.796,24.8058,23.6466,2.198,1.15,0.44,4.887,10.2099,210.512261,2.5018,81.047,1.179,74.4713,1.5128,563.17,0.0483931,13.4244,298.918,0,2027832.859512056,NA,NA,NA,NA,T4,13.4244
AP_D41,53787,36082,35262,35145,34301,33014,61.37914365924852,AAH_ONT_20230518_033_FP_EW1,84.5,0.5,20230613,172033163,AAH,ONT,20230518,33,AAH_ONT_20230518_033_1,0.5,NA,NA,NA,20230518,1,Rosette Cast,2,5,NA,E,NA,NA,0-01-01T12:25:00Z,NA,3200,FF,Whole,1,20,0.22,NA,0-01-01T12:45:00Z,0-01-01T13:06:00Z,43.596916666666665,-78.81335,41,1600,May,5429465.02601888,< 10 m,5,yes,stratified,NA,13.5,316,2.08,473,6.64,1.5695684564345505,13.767000000000001,33.26,9.092,23.2296,23.4689,2.508,1.21,3.44,4.901,7.9339,203.198648,2.4261,760.62,0.6486,85.0316,0.32845,1780.1,0.3311117,13.6787,308.355,0,2170517.842310791,NA,NA,NA,NA,T2,13.6787
AP_D49,61580,39115,37816,37820,36368,35121,57.03312763884378,AAH_ONT_20230518_038_FP_EW1,92.3,0.5,20230615,172033163,AAH,ONT,20230518,38,AAH_ONT_20230518_038_1,0.5,NA,NA,NA,20230518,1,Rosette Cast,2,5,NA,E,NA,NA,0-01-01T02:28:00Z,NA,3620,FF,Whole,1,20,0.22,NA,0-01-01T02:50:00Z,0-01-01T03:16:00Z,43.38341666666667,-77.98966666666666,48,1810,May,5811794.658070458,< 10 m,5,yes,unstratified,NA,17.6,237,0.352,416,8.27,1.633294485392623,11.385,29.94,8.638,20.1485,21.8617,2.692,1.4,3.32,4.872,12.3816,219.714236,2.348,1e-12,0.9831,78.2092,0.96947,0,0.3053344,11.7568,293.881,0,1955173.5196917157,NA,NA,NA,NA,T3,11.7568
AP_D58,52334,33406,32734,32651,31620,30039,57.39863186456223,AAH_ONT_20230519_012_FP_MW2,69.2,0.5,20230615,172033163,AAH,ONT,20230519,12,AAH_ONT_20230519_012_2,0.5,NA,NA,NA,20230519,2,Rosette Cast,3,15,NA,M,NA,NA,0-01-01T10:34:00Z,NA,3960,FF,Whole,2,20,0.22,NA,0-01-01T11:35:00Z,0-01-01T11:56:00Z,43.5035,-79.35378333333334,82,1980,May,4733650.712410776,10-20 m,15,yes,stratified,NA,5.87,282,1.26,474,5.37,1.401345224815463,13.799999999999999,32.48,9.154,23.1792,23.2234,2.601,0.847,3.2,14.741,6.135,194.109511,2.3272,53.725,0.5001,88.2467,1.0586,1453.2,0.3406742,13.692,311.71,0,2202433.535422276,NA,NA,NA,NA,T1,13.692
AP_D72,87697,63256,61736,61738,59630,58538,66.75028792319007,AAH_ONT_20230927_008_FP_BW2,33.6,0.5,20231016,175026656_1,AAH,ONT,20230927,8,AAH_ONT_20230927_008_2,0.75,NA,NA,NA,20230927,2,Rosette Cast,3,13.4,NA,B,NA,NA,0-01-01T20:03:00Z,NA,3920,FF,Whole,2,20,0.22,NA,0-01-01T20:49:00Z,0-01-01T21:14:00Z,43.62221667,-79.45091667,71,1960,September,4845083.469491135,10-20 m,13.4,no,unstratified,NA,44,161,1.27,381,3.23,1.537,13.008000000000001,29.96,8.638,22.3409,22.0139,2.68,0.63,1.48,13.126,18.9671,265.366108,0.0281,1e-12,0.8972,79.9083,0.86081,1.9691,0.2974395,-2.1942,266.409762,0,2100446.481866441,18.9651,2.5055,301.743,9.1178,T1,9.1178
AP_D80,86910,64171,62791,62736,60563,59107,68.00943504775054,AAH_ONT_20230927_017_FP_EW2,19.9,0.5,20231009,172033163,AAH,ONT,20230927,17,AAH_ONT_20230927_017_1,0.75,NA,NA,NA,20230927,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T15:00:00Z,NA,1920,FF,Whole,2,20,0.22,tube burst and re-ran with new filters,0-01-01T16:31:00Z,0-01-01T16:38:00Z,43.22538333,-79.27113333,98,960,September,6822214.384987337,< 10 m,5,no,unstratified,NA,25,185,1.18,396,3.48,1.459,12.657,27.94,8.518,20.2255,19.8245,2.734,0.76,2.74,4.89,18.4061,264.595054,0.0281,352.99,0.9538,78.7843,0.97802,1843.1,0.3194746,-2.2159,265.679468,0,2155803.080348457,18.4088,2.5336,304.761,9.3385,T1,9.3385
AP_D88,104403,75434,73935,73903,71380,69368,66.44253517619225,AAH_ONT_20230927_029_FP_BW2,24,0.25,20231011,175026656_1,AAH,ONT,20230927,29,AAH_ONT_20230927_029_3,0.75,NA,NA,NA,20230927,3,Rosette Cast,3,27.9,NA,B,NA,NA,0-01-01T04:19:00Z,NA,3800,FF,Whole,2,20,0.22,NA,0-01-01T05:12:00Z,0-01-01T05:37:00Z,43.81948333,-78.87111667,78,950,September,6078048.5014966605,20-30 m,27.9,no,unstratified,NA,15.6,135,0.352,358,4.28,1.276,12.803999999999998,30.58,8.512,23.2538,22.6415,2.884,0.675,2.12,27.3385,19.0286,266.222196,0.0281,1e-12,1.0093,77.6995,0.8315,0,0.0558845,-2.1969,267.323319,0,2110362.1476927334,19.026049999999998,2.5385,302.305,9.2689,T2,9.2689
AP_D96,122493,90224,88210,88094,85005,82071,67.00056329749455,AAH_ONT_20230926_035_FP_EW2,16.7,0.25,20231013,175026656_1,AAH,ONT,20230926,35,AAH_ONT_20230926_035_1,0.75,NA,NA,NA,20230926,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T14:18:00Z,NA,3000,FF,Whole,2,20,0.22,replaced free-living filter early too,0-01-01T15:08:00Z,0-01-01T15:23:00Z,43.36143333,-78.72943333,65,750,September,5717012.772737739,< 10 m,5,NA,NA,NA,26.1,262,0.796,501,4.28,1.507,13.068,30.32,8.478,23.0837,22.7659,2.452,1.08,1.85,4.926,12.7614,231.676218,0.0269,457.22,0.7168,83.5939,0.6044,1679.6,0.0554688,-2.5186,232.894246,0,2186751.3871201016,12.7454,2.4335,306.859,10.0621,T2,10.0621
AP_D2,66924,45932,44602,44462,43231,42104,62.91315522084753,AAH_ONT_20230519_017_FP_EW2,32.8,0.5,20230608,172033163,AAH,ONT,20230519,17,AAH_ONT_20230519_017_1,0,NA,NA,"Filters upside down, so stopped and re-ran with fresh filters",20230519,1,Rosette Cast,1,5,NA,E,NA,NA,0-01-01T07:06:00Z,NA,1620,FF,Whole,2,20,0.22,"Filters upside down, so stopped and re-ran with fresh filters",0-01-01T07:18:00Z,0-01-01T07:34:00Z,43.22506666666666,-79.27145,28,810,May,NA,< 10 m,5,no,unstratified,NA,35.7,295,2.15,492,4.67,1.529848302641993,13.725000000000001,32.36,9.164,23.1097,23.3691,2.435,0.816,0.55,4.921,5.9916,194.77892400000002,2.1551,26.85,0.629,85.4498,0.17582,287.49,0.3701934,12.4599,314.2085,0,2245518.8623499526,NA,NA,NA,NA,T1,12.4599
AP_D10,45475,31211,30514,30436,29444,28508,62.68938977460143,AAH_ONT_20230515_074_FP_MW1,72.4,0.5,20230609,172033163,AAH,ONT,20230515,74,AAH_ONT_20230515_074_3,0.5,NA,NA,NA,20230515,3,Rosette Cast,2,14,NA,M,NA,NA,0-01-01T16:37:00Z,NA,3400,FF,Whole,1,20,0.22,NA,0-01-01T17:06:00Z,0-01-01T17:26:00Z,43.747366666666665,-76.51155,49,1700,May,2976663.5339626987,10-20 m,14,yes,stratified,NA,10.7,264,1.62,465,1.76,1.7780069383611046,14.172,31.28,8.844,24.9766,23.772,2.528,1.03,4.8,13.729,8.6609,210.130221,2.4713,36.311,0.9142,79.5685,1.359,1744.6,0.3469107,13.784600000000001,312.166,0,2250080.5673497836,NA,NA,NA,NA,T5,13.784600000000001
AP_D18,56309,40948,39981,40070,38616,37407,66.43165390967697,AAH_ONT_20230516_066_FP_EW2,50.7,0.5,20230615,172033163,AAH,ONT,20230516,66,AAH_ONT_20230516_066_1,0.5,NA,NA,NA,20230516,1,Rosette Cast,2,5,NA,E,NA,NA,0-01-01T07:25:00Z,NA,3060,FF,Whole,2,20,0.22,NA,0-01-01T07:34:00Z,0-01-01T07:50:00Z,43.333666666666666,-76.83433333333333,25,1530,May,5448037.1521989405,< 10 m,5,no,unstratified,NA,16.4,270,1.62,489,5.54,1.8382634000172544,14.876999999999999,31.96,8.952,25.7602,24.7462,2.803,0.842,2.06,4.897,12.3324,240.974532,2.442,56.202,0.6832,84.2997,0.58242,362.32,0.3527313,12.3597,322.719,0,2486388.3521219236,NA,NA,NA,NA,T5,12.3597
AP_D26,52469,35308,34516,34542,33552,32680,62.28439650079094,AAH_ONT_20230517_043_FP_EW2,40.3,0.5,20230615,172033163,AAH,ONT,20230517,43,AAH_ONT_20230517_043_1,0.5,NA,NA,NA,20230517,1,Rosette Cast,2,5,NA,E,NA,NA,0-01-01T17:09:00Z,NA,3280,FF,Whole,2,20,0.22,NA,0-01-01T17:29:00Z,0-01-01T17:52:00Z,43.950116666666666,-78.04975,43,1640,May,2684152.5466267555,< 10 m,5,no,unstratified,NA,11.8,222,0.863,499,5.48,1.6316852169318026,14.703,32.9,9.164,24.7628,23.7067,2.498,1.28,0.56,4.91,5.8797,196.309483,2.1685,420.23,0.2421,94.1281,0.079365,1226.8,0.4030386,12.5967,317.841,0,2310594.3148969803,NA,NA,NA,NA,T3,12.5967
AP_D34,34457,21382,20329,20285,19088,18166,52.72078242447108,AAH_ONT_20230517_717_FP_EW2,150,0.5,20230615,172033163,AAH,ONT,20230517,717,AAH_ONT_20230517_717_1,0.5,NA,NA,NA,20230517,1,Rosette Cast,2,5,NA,E,NA,NA,0-01-01T08:17:00Z,NA,2800,FF,Whole,2,20,0.22,NA,0-01-01T08:30:00Z,0-01-01T08:49:00Z,43.30056666666667,-77.44083333333333,32,1400,May,4843162.215058715,< 10 m,5,yes,NA,NA,17.4,334,0.876,477,3.43,1.768242451726188,14.484000000000002,32.88,8.796,24.8058,23.6466,2.198,1.15,0.44,4.887,10.2099,210.512261,2.5018,81.047,1.179,74.4713,1.5128,563.17,0.0483931,13.4244,298.918,0,2027832.859512056,NA,NA,NA,NA,T4,13.4244
AP_D42,53367,35753,34962,34876,34025,32882,61.61485562238837,AAH_ONT_20230518_033_FP_EW2,94.7,0.5,20230615,172033163,AAH,ONT,20230518,33,AAH_ONT_20230518_033_1,0.5,NA,NA,NA,20230518,1,Rosette Cast,2,5,NA,E,NA,NA,0-01-01T12:25:00Z,NA,3540,FF,Whole,2,20,0.22,NA,0-01-01T12:39:00Z,0-01-01T13:01:00Z,43.596916666666665,-78.81335,36,1770,May,5532252.138153349,< 10 m,5,yes,stratified,NA,13.5,316,2.08,473,6.64,1.5695684564345505,13.767000000000001,33.26,9.092,23.2296,23.4689,2.508,1.21,3.44,4.901,7.9339,203.198648,2.4261,760.62,0.6486,85.0316,0.32845,1780.1,0.3311117,13.6787,308.355,0,2170517.842310791,NA,NA,NA,NA,T2,13.6787
AP_D50,63019,46557,45578,45469,44121,42893,68.06359986670687,AAH_ONT_20230518_038_FP_MW1,58,0.5,20230615,172033163,AAH,ONT,20230518,38,AAH_ONT_20230518_038_2,0.5,NA,NA,NA,20230518,2,Rosette Cast,2,14,NA,M,NA,NA,0-01-01T02:28:00Z,NA,1560,FF,Whole,1,20,0.22,NA,0-01-01T02:51:00Z,0-01-01T03:24:00Z,43.38341666666667,-77.98966666666666,56,780,May,5432987.325811651,10-20 m,14,yes,unstratified,NA,13.1,235,0.352,449,8.66,1.6111361280548793,11.358,30,8.494,20.2096,21.8563,2.692,1.05,4.84,13.767,11.2724,211.925151,2.4274,1e-12,1.0086,77.7126,1.6947,0,0.2999295,12.6087,292.101,0,1918684.9850468275,NA,NA,NA,NA,T3,12.6087
AP_D59,53142,38005,36840,36824,35760,34869,65.61476798012872,AAH_ONT_20230519_017_FP_EW3,27.5,0.5,20230616,172033163,AAH,ONT,20230519,17,AAH_ONT_20230519_017_1,0.5,NA,NA,From same water as 017_FP_E1,20230519,1,Rosette Cast,1,5,NA,E,NA,NA,0-01-01T07:06:00Z,NA,3500,FF,Whole,3,20,0.22,From same water as 017_FP_E1,0-01-01T07:44:00Z,0-01-01T08:06:00Z,43.22506666666666,-79.27145,60,1750,May,3851474.7188579324,< 10 m,5,no,unstratified,NA,35.7,295,2.15,492,4.67,1.529848302641993,13.725000000000001,32.36,9.164,23.1097,23.3691,2.435,0.816,0.55,4.921,5.9916,194.77892400000002,2.1551,26.85,0.629,85.4498,0.17582,287.49,0.3701934,12.4599,314.2085,0,2245518.8623499526,NA,NA,NA,NA,T1,12.4599
AP_D73,69942,52096,51132,51202,49617,48441,69.25881444625547,AAH_ONT_20230927_012_FP_EW1,21.9,0.5,20231009,172033163,AAH,ONT,20230927,12,AAH_ONT_20230927_012_1,0.75,NA,NA,NA,20230927,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T23:59:00Z,NA,4760,FF,Whole,1,20,0.22,NA,0-01-01T00:06:00Z,0-01-01T00:31:00Z,43.50345,-79.35313333,32,2380,September,4393748.782408474,< 10 m,5,no,unstratified,NA,14.9,156,1.11,526,3.12,1.482,13.107,29.4,8.536,22.5642,21.909,2.963,0.478,2.89,4.9115,18.1228,260.799885,0.0281,1e-12,1.1025,75.9089,1.1062,0,0.0388385,-2.23245,261.996764,0,2112891.0871939873,18.1215,2.536,302.3595,9.4065,T1,9.4065
AP_D81,70614,53240,52115,52040,50220,49180,69.64624578695442,AAH_ONT_20230927_017_FP_BW1,36.7,0.5,20231011,175026656_1,AAH,ONT,20230927,17,AAH_ONT_20230927_017_2,0.75,NA,NA,NA,20230927,2,Rosette Cast,3,10.9,NA,B,NA,NA,0-01-01T14:58:00Z,NA,3540,FF,Whole,1,20,0.22,NA,0-01-01T15:08:00Z,0-01-01T15:28:00Z,43.22538333,-79.27113333,30,1770,September,7793088.291503569,10-20 m,10.9,no,unstratified,NA,24.9,187,1.14,385,2.67,1.399,12.843,27.6,8.566,22.9993,22.4479,2.687,0.632,2.28,10.684,18.1227,263.486771,0.0281,54.641,0.6646,84.6918,0.68864,1852.9,0.3248794,-2.2322,264.553618,0,2169366.020805047,18.1227,2.4872,305.484,9.1851,T1,9.1851
AP_D89,66199,48606,47845,47862,46350,45340,68.49046058097554,AAH_ONT_20230927_033_FP_EW1,35.1,0.25,20231011,175026656_1,AAH,ONT,20230927,33,AAH_ONT_20230927_033_1,0.75,NA,NA,located in cup 5; day sample,20230927,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T09:55:00Z,NA,4520,FF,Whole,1,20,0.22,Day sample,0-01-01T10:03:00Z,0-01-01T10:38:00Z,43.5965,-78.81436667,43,1130,September,7986654.675569882,< 10 m,5,no,unstratified,NA,19.3,138,1.12,370,4.72,1.398,13.256999999999998,30.46,8.652,22.9199,22.5462,2.578,0.666,2.5,4.9205000000000005,19.1526,265.618849,0.0281,308.41,1.1371,75.2554,0.84982,1539.8,0.0554688,-2.18605,266.805126,0,2082794.0355869867,19.1505,2.5287,300.773,9.17535,T2,9.17535
AP_D97,86535,63832,61972,61895,59546,57679,66.65395504709078,AAH_ONT_20230926_035_FP_MW1,24.1,0.25,20231006,172033163,AAH,ONT,20230926,35,AAH_ONT_20230926_035_2,0.75,NA,NA,NA,20230926,2,Rosette Cast,3,14.4,NA,M,NA,NA,0-01-01T13:54:00Z,NA,3920,FF,Whole,1,20,0.22,NA,0-01-01T14:08:00Z,0-01-01T14:29:00Z,43.36143333,-78.72943333,35,980,September,4620456.805434031,10-20 m,14.3,NA,NA,NA,32.8,314,0.352,553,4.26,1.541,13.683,30.6,8.576,24.0678,23.2025,2.387,1.21,1.28,14.088,10.0612,219.428326,0.0256,47.595,0.6107,85.8419,0.72527,1634.4,0.0554688,-2.6874,220.650921,0,2279414.156885312,10.0653,2.3138,312.915,10.0661,T2,10.0661
AP_D3,52506,37113,36389,36329,35507,34535,65.77343541690473,AAH_ONT_20230516_048_FP_EW1,54.4,0.5,20230609,172033163,AAH,ONT,20230516,48,AAH_ONT_20230516_048_1,0.5,NA,NA,NA,20230516,1,Rosette Cast,2,5,NA,E,NA,NA,0-01-01T18:07:00Z,NA,3510,FF,Whole,1,20,0.22,NA,0-01-01T18:20:00Z,0-01-01T18:35:00Z,43.8797,-77.43975,28,1755,May,4260221.599355284,< 10 m,5,no,unstratified,NA,18.8,349,0.851,472,2.66,1.7301139687470568,13.703999999999999,30.64,8.626,24.5178,23.1902,2.733,0.674,0.38,4.913,6.80945,200.710516,2.2039,111.08,0.1891,95.3828,0.10256,927.45,0.4001283,12.52665,315.455,0,2283559.2009018585,NA,NA,NA,NA,T4,12.52665
AP_D11,45115,31422,30465,30463,29415,28684,63.57974066275075,AAH_ONT_20230516_064_FP_BW1,8.2,0.5,20230616,172033163,AAH,ONT,20230516,64,AAH_ONT_20230516_064_3,0.5,NA,NA,NA,20230516,3,Rosette Cast,2,224,NA,B,NA,NA,0-01-01T02:15:00Z,NA,5060,FF,Whole,1,20,0.22,NA,0-01-01T02:22:00Z,0-01-01T02:40:00Z,43.51975,-76.91836666666667,25,2530,May,1604567.6601427584,>100 m,209,yes,stratified,NA,14,331,2.49,488,8.19,1.73827538246768,13.494,31.9,8.712,23.818,23.5845,2.436,1.31,0.05,219.696,3.6774,183.170802,1.9976,1e-12,0.1239,96.9512,0.035409,0,0.4088593,12.4098,319.362,0,2286075.91945151,NA,NA,NA,NA,T5,12.4098
AP_D19,50297,35794,34958,34913,34034,33311,66.22860210350518,AAH_ONT_20230517_041_FP_BW1,16.9,0.5,20230615,172033163,AAH,ONT,20230517,41,AAH_ONT_20230517_041_3,0.5,NA,NA,NA,20230517,3,Rosette Cast,3,127,NA,B,NA,NA,0-01-01T20:01:00Z,NA,4360,FF,Whole,1,20,0.22,NA,0-01-01T20:13:00Z,0-01-01T20:40:00Z,43.71661666666667,-78.02736666666667,39,2180,May,2092566.2859774348,>100 m,133,no,stratified,NA,13.7,302,2.3,475,2.52,1.6705312817298545,14.205000000000002,31.9,9.258,23.5103,23.5579,2.389,1.42,0.21,124.565,3.7637,182.142304,2.105,1e-12,0.1056,97.3955,0.074481,143.74,0.3913973,13.0842,316.603,0,2238059.893741264,NA,NA,NA,NA,T3,13.0842
AP_D27,29114,17992,17189,17090,16562,15893,54.588857594284534,AAH_ONT_20230517_055_FP_BW1,0.302,0.5,20230616,172033163,AAH,ONT,20230517,55,AAH_ONT_20230517_055_3,0.5,NA,NA,NA,20230517,3,Rosette Cast,3,189,NA,B,NA,NA,0-01-01T10:30:00Z,NA,5090,FF,Whole,1,20,0.22,NA,0-01-01T10:53:00Z,0-01-01T11:13:00Z,43.44421666666667,-77.43893333333334,43,2545,May,2047096.5977434951,>100 m,189,yes,stratified,NA,16.1,320,1.34,475,6.36,1.7593505530559181,12.759,30.43,8.819,23.7768,23.591,2.3,1.22,0.16,185.355,3.6683,182.286685,2.0342,1e-12,0.0981,97.5785,0.040293,1788,0.3984652,12.66,317.914,0,2259305.100368199,NA,NA,NA,NA,T4,12.66
