DNA_ID,input,filtered,denoisedF,denoisedR,merged,nochim,perc_reads_retained,Sample_ID,Concentration_ng_ul,Filter_Extracted,Extraction_Date,Lot_Number,Project_ID,Location_ID,Date_Collected,Station_ID,Deployment_ID,FP_or_PT_Sample_Remaining_fraction,SD_remaining_est,Freezer_Temp_NegDegrees,Notes,Date,D_Number,Deployment_Type,Niskin_bottles,Deployment_Depth_m,Integrated_Depths_m,Depth_Class,Max_Depth,Temp_at_Deployment,Deployment_Time,Total_Filtration_Time_min,Volume_Filtered_mL,Storage_Code,Fraction,Replicate,Upper_Size_um,Lower_Size_um,NOTES,Start_Filtration_Time,End_Filtration_Time,Latitude,Longitude,lag,water_extracted,month,avg_cells_per_ml,Depth_Range,Chem_Depth,is_Fmax,is_stratified,EPA_Comments,NH4,NOx,SRP,TN,TP,K,Na,Ca,Mg,Cl,SO4,DOC,Si,chl_a,pressure,temperature,conductivity,oxygenRaw,par,beamAttenuation,beamTransmission,fluorescence,spar,upoly,oxygen,conductivity2,flag,salinity,temperature2,oxygenRaw2,conductivity3,oxygen2,transect,good_oxygen
AP_D122,82622,56688,55833,55727,53553,52402,63.4237854324514,AAH_ONT_20230925_055_FP_EW2,27.9,0.25,20231011,175026656_1,AAH,ONT,20230925,55,AAH_ONT_20230925_055_1,0.75,NA,NA,NA,20230925,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T20:02:00Z,NA,4460,FF,Whole,2,20,0.22,NA,0-01-01T21:12:00Z,0-01-01T21:38:00Z,43.44283333,-77.4398,96,1115,September,5891846.926087957,< 10 m,5,no,unstratified,NA,14,136,5.41,330,5.76,1.555,12.785999999999998,29.43,8.478,23.6189,23.3209,2.534,0.535,2.39,4.924,20.0723,271.598302,0.0024,1e-12,0.9221,79.4116,1.2418,0,0.0558845,-2.2487,272.741237,0,2089016.201162946,20.0701,2.5556,301.251,9.1262,T4,9.1262
AP_D130,93438,62259,60816,60756,58950,57092,61.10147905563047,AAH_ONT_20230923_064_FP_MW2,16.4,0.25,20231009,172033163,AAH,ONT,20230923,64,AAH_ONT_20230923_064_2,0.75,NA,NA,NA,20230923,2,Rosette Cast,3,106,NA,M,NA,NA,0-01-01T15:36:00Z,NA,5160,FF,Whole,2,20,0.22,overflowed a bit in flow-through,0-01-01T16:31:00Z,0-01-01T17:04:00Z,43.5251,-76.92655,88,1290,September,1925897.4639650013,>100 m,106.1,no,unstratified,NA,23.7,337,1.03,479,5.84,1.687,13.640999999999998,31.15,8.638,23.6429,23.6941,2.764,1.33,0.12,103.94749999999999,3.9855,183.0253095,2.3993,1e-12,0.2643,93.6053,0.098901,1025.9,0.05339,12.28735,184.12803150000002,0,2227750.7459435975,3.9855,2.3956,315.7165,12.5146,T5,12.5146
AP_D138,91241,68860,67659,67564,65036,63903,70.03759274887386,AAH_ONT_20230923_062_FP_EW2,19.8,0.25,20231010,175026656_1,AAH,ONT,20230923,62,AAH_ONT_20230923_062_1,0.75,NA,NA,NA,20230923,1,Rosette Cast,3,4.8,NA,E,NA,NA,0-01-01T21:51:00Z,NA,4360,FF,Whole,2,20,0.22,NA,0-01-01T22:39:00Z,0-01-01T23:04:00Z,43.86005,-77.00128333,73,1090,September,6026975.154501497,< 10 m,5,no,unstratified,NA,8.01,113,0.896,314,6.1,1.524,13.614,30.88,8.53,23.3107,22.8845,2.736,0.664,2.34,4.678,20.096,272.599401,2.5287,1e-12,0.7243,83.4371,0.39316,0,0.0554611,10.8885,2.939901,0,2105863.219816175,18.7582,2.5128,302.2,10.7378,T5,10.7378
AP_D146,72114,49170,47896,47925,46385,45001,62.402584796294754,AAH_ONT_20230924_717_FP_BW2,12,0.25,20231011,175026656_1,AAH,ONT,20230924,717,AAH_ONT_20230924_717_3,0.75,NA,NA,NA,20230924,3,Rosette Cast,3,34.8,NA,B,NA,NA,0-01-01T09:59:00Z,NA,3940,FF,Whole,2,20,0.22,dust bunny things on filter again,0-01-01T11:01:00Z,0-01-01T11:23:00Z,43.3004,-77.44073333,84,985,September,1557336.8220124335,30-40 m,34.8,no,unstratified,NA,4.53,358,1.21,499,5.86,1.541,13.602,31.58,8.58,23.398,23.3481,2.393,1.52,0.17,34.127,4.0226,184.098703,2.2967,0.54615,0.2465,94.0236,0.11722,265.83,0.0558845,11.4968,185.233719,0,2254975.8898405507,4.0232,2.2784,317.149,11.617,T4,11.617
AP_D154,961,21,8,8,6,6,0.6243496357960457,EXTRACTION_NEGATIVE,NA,1,20231018,175026656_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP_D107,102902,69851,68371,68499,66111,63008,61.231074225962566,AAH_ONT_20230926_041_FP_MW1,14.7,0.25,20231016,175026656_1,AAH,ONT,20230926,41,AAH_ONT_20230926_041_2,0.75,NA,NA,NA,20230926,2,Rosette Cast,3,63.9,NA,M,NA,NA,0-01-01T06:47:00Z,NA,4840,FF,Whole,1,20,0.22,NA,0-01-01T07:01:00Z,0-01-01T07:23:00Z,43.71741667,-78.02633333,36,1210,September,2109217.157725075,40-100 m,63.9,no,unstratified,NA,3.06,355,0.352,508,5.3,1.604,13.302,29.66,8.526,18.6366,18.5348,2.396,1.34,0.23,62.654,3.93275,182.9291,0.0134,1e-12,0.3194,92.3245,0.15018,1.9691,0.0558845,-3.27305,184.02119,0,2233531.7335798535,3.9339,2.3761,316.103,12.3518,T3,12.3518
AP_D115,111809,84626,83423,83233,80198,77273,69.11160997772988,AAH_ONT_20230926_048_FP_EW1,38.2,0.25,20231011,175026656_1,AAH,ONT,20230926,48,AAH_ONT_20230926_048_1,0.75,NA,NA,NA,20230926,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T01:12:00Z,NA,5020,FF,Whole,1,20,0.22,NA,0-01-01T01:20:00Z,0-01-01T01:45:00Z,43.87971667,-77.43926667,33,1255,September,5858545.182592677,< 10 m,5,no,unstratified,NA,12.3,126,0.773,310,5.97,1.555,13.197,28.79,8.506,23.7327,23.484,2.573,0.613,2.18,4.908,19.7803,270.476952,0.0195,1e-12,0.7773,82.3392,1.2527,0,0.0554688,-2.191,271.462656,0,2102682.238441555,19.7784,2.5153,301.973,8.9991,T4,8.9991
AP_D123,71005,47399,46326,46443,45201,43970,61.925216534046896,AAH_ONT_20230925_055_FP_MW1,18.8,0.25,20231016,175026656_1,AAH,ONT,20230925,55,AAH_ONT_20230925_055_2,0.75,NA,NA,NA,20230925,2,Rosette Cast,3,96,NA,M,NA,NA,0-01-01T19:30:00Z,NA,5220,FF,Whole,1,20,0.22,NA,0-01-01T19:46:00Z,0-01-01T20:09:00Z,43.44283333,-77.4398,39,1305,September,2247227.2677872437,40-100 m,95.6,no,unstratified,NA,5.5,332,0.823,464,6.11,1.553,12.912,29.9,8.562,23.9283,23.6881,2.395,1.21,0.11,94.145,3.92295,182.7207135,0.0104,1e-12,0.2554,93.8144,0.087912,0,0.0538058,-3.2904,183.8701185,0,2228324.030796556,3.92325,2.409,315.832,12.59135,T4,12.59135
AP_D131,91122,65358,63852,63691,61732,59943,65.7832356620794,AAH_ONT_20230923_064_FP_BW1,11.3,0.25,20231018,175026656_1,AAH,ONT,20230923,64,AAH_ONT_20230923_064_3,0.75,NA,NA,NA,20230923,3,Rosette Cast,3,210,NA,B,NA,NA,0-01-01T15:29:00Z,NA,4560,FF,Whole,1,20,0.22,NA,0-01-01T15:47:00Z,0-01-01T16:03:00Z,43.5251,-76.92655,34,1140,September,1297807.3690997006,>100 m,210.5,no,unstratified,NA,8.7,343,2.06,472,6.51,1.593,13.511999999999999,31.52,8.636,23.5958,23.5066,2.335,1.69,0.05,205.937,3.7602,184.245186,2.2222,1e-12,0.2487,93.9713,0.095238,830.96,0.0554688,11.3423,185.358236,0,2305932.2983123832,3.7612,2.2198,320.313,11.5716,T5,11.5716
AP_D139,67994,52672,51483,51466,49531,48524,71.36512045180457,AAH_ONT_20230923_062_FP_BW1,35.4,0.25,20231011,175026656_1,AAH,ONT,20230923,62,AAH_ONT_20230923_062_2,0.75,NA,NA,NA,20230923,2,Rosette Cast,3,18,NA,B,NA,NA,0-01-01T21:30:00Z,NA,4020,FF,Whole,1,20,0.22,NA,0-01-01T21:42:00Z,0-01-01T22:02:00Z,43.86005,-77.00128333,32,1005,September,6907550.10269399,10-20 m,18.3,no,unstratified,NA,11.4,110,2.93,338,7.2,1.548,13.578,30.89,8.508,23.3303,22.8792,2.649,0.798,1.68,17.686,20.0727,272.6842,2.5018,1e-12,0.6167,85.7112,0.36264,0,0.0558768,10.72325,2.998164,0,2110637.2824083064,18.7373,2.4921,302.464,10.5972,T5,10.5972
AP_D147,70255,51587,50630,50620,48860,47911,68.19585794605366,AAH_ONT_20230926_033_FP_EW1,27.7,0.5,20231003,172033163,AAH,ONT,20230926,33,AAH_ONT_20230926_033_1,0.75,NA,NA,Night sample,20230926,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T23:59:00Z,NA,4420,FF,Whole,1,20,0.22,Night sample,0-01-01T00:12:00Z,0-01-01T00:37:00Z,43.59733333,-78.8149,38,2210,September,6742642.430577942,< 10 m,5,no,unstratified,NA,19.3,138,1.12,370,4.72,1.398,13.256999999999998,30.46,8.652,22.9199,22.5462,2.578,0.666,2.5,4.902,19.3565,266.486524,0.0244,1e-12,1.1455,75.0986,1.0403,0,0.055053,-2.1877,267.657331,0,2075124.24431278,19.3545,2.5421,300.366,9.1968,T2,9.1968
Zymo_Mock,82603,53153,52674,52817,50268,46669,56.49794801641587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP_D108,101762,68799,67329,67195,65251,63490,62.390676283878065,AAH_ONT_20230926_041_FP_MW2,22.3,0.25,20231011,175026656_1,AAH,ONT,20230926,41,AAH_ONT_20230926_041_2,0.75,NA,NA,NA,20230926,2,Rosette Cast,3,63.9,NA,M,NA,NA,0-01-01T06:47:00Z,NA,4200,FF,Whole,2,20,0.22,"volume filtered is an estimation, filter was put in on wrong side",0-01-01T07:58:00Z,0-01-01T08:19:00Z,43.71741667,-78.02633333,92,1050,September,2026603.2171310154,40-100 m,63.9,no,unstratified,NA,3.06,355,0.352,508,5.3,1.604,13.302,29.66,8.526,18.6366,18.5348,2.396,1.34,0.23,62.654,3.93275,182.9291,0.0134,1e-12,0.3194,92.3245,0.15018,1.9691,0.0558845,-3.27305,184.02119,0,2233531.7335798535,3.9339,2.3761,316.103,12.3518,T3,12.3518
AP_D116,88446,66528,65634,65552,63252,61258,69.2603396422676,AAH_ONT_20230926_048_FP_EW2,38.4,0.25,20231011,175026656_1,AAH,ONT,20230926,48,AAH_ONT_20230926_048_1,0.75,NA,NA,NA,20230926,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T01:12:00Z,NA,4920,FF,Whole,2,20,0.22,NA,0-01-01T02:11:00Z,0-01-01T02:36:00Z,43.87971667,-77.43926667,84,1230,September,6443246.948192494,< 10 m,5,no,unstratified,NA,12.3,126,0.773,310,5.97,1.555,13.197,28.79,8.506,23.7327,23.484,2.573,0.613,2.18,4.908,19.7803,270.476952,0.0195,1e-12,0.7773,82.3392,1.2527,0,0.0554688,-2.191,271.462656,0,2102682.238441555,19.7784,2.5153,301.973,8.9991,T4,8.9991
AP_D124,77916,50314,49261,49253,48042,46764,60.01848144155244,AAH_ONT_20230925_055_FP_MW2,11.9,0.25,20231017,175026656_1,AAH,ONT,20230925,55,AAH_ONT_20230925_055_2,0.75,NA,NA,NA,20230925,2,Rosette Cast,3,96,NA,M,NA,NA,0-01-01T19:30:00Z,NA,4500,FF,Whole,2,20,0.22,NA,0-01-01T20:26:00Z,0-01-01T20:45:00Z,43.44283333,-77.4398,75,1125,September,1769635.4367948421,40-100 m,95.6,no,unstratified,NA,5.5,332,0.823,464,6.11,1.553,12.912,29.9,8.562,23.9283,23.6881,2.395,1.21,0.11,94.145,3.92295,182.7207135,0.0104,1e-12,0.2554,93.8144,0.087912,0,0.0538058,-3.2904,183.8701185,0,2228324.030796556,3.92325,2.409,315.832,12.59135,T4,12.59135
AP_D132,70303,50221,48860,48796,47398,45980,65.40261439767862,AAH_ONT_20230923_064_FP_BW2,9.25,0.25,20231011,175026656_1,AAH,ONT,20230923,64,AAH_ONT_20230923_064_3,0.75,NA,NA,NA,20230923,3,Rosette Cast,3,210,NA,B,NA,NA,0-01-01T15:29:00Z,NA,4240,FF,Whole,2,20,0.22,NA,0-01-01T16:21:00Z,0-01-01T16:43:00Z,43.5251,-76.92655,74,1060,September,1622179.1591066082,>100 m,210.5,no,unstratified,NA,8.7,343,2.06,472,6.51,1.593,13.511999999999999,31.52,8.636,23.5958,23.5066,2.335,1.69,0.05,205.937,3.7602,184.245186,2.2222,1e-12,0.2487,93.9713,0.095238,830.96,0.0554688,11.3423,185.358236,0,2305932.2983123832,3.7612,2.2198,320.313,11.5716,T5,11.5716
AP_D140,72972,56045,54967,54852,52852,51769,70.94364961903196,AAH_ONT_20230923_062_FP_BW2,23,0.25,20231006,172033163,AAH,ONT,20230923,62,AAH_ONT_20230923_062_2,0.75,NA,NA,NA,20230923,2,Rosette Cast,3,18,NA,B,NA,NA,0-01-01T21:30:00Z,NA,3820,FF,Whole,2,20,0.22,NA,0-01-01T22:15:00Z,0-01-01T22:31:00Z,43.86005,-77.00128333,61,955,September,7098234.6051116735,10-20 m,18.3,no,unstratified,NA,11.4,110,2.93,338,7.2,1.548,13.578,30.89,8.508,23.3303,22.8792,2.649,0.798,1.68,17.686,20.0727,272.6842,2.5018,1e-12,0.6167,85.7112,0.36264,0,0.0558768,10.72325,2.998164,0,2110637.2824083064,18.7373,2.4921,302.464,10.5972,T5,10.5972
AP_D148,51250,36732,35896,35924,34646,33843,66.03512195121951,AAH_ONT_20230926_033_FP_EW2,34,0.25,20231009,172033163,AAH,ONT,20230926,33,AAH_ONT_20230926_033_1,0.75,NA,NA,Night sample,20230926,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T23:59:00Z,NA,4400,FF,Whole,2,20,0.22,Night sample,0-01-01T01:00:00Z,0-01-01T01:25:00Z,43.59733333,-78.8149,86,1100,September,6497202.1768362885,< 10 m,5,no,unstratified,NA,19.3,138,1.12,370,4.72,1.398,13.256999999999998,30.46,8.652,22.9199,22.5462,2.578,0.666,2.5,4.902,19.3565,266.486524,0.0244,1e-12,1.1455,75.0986,1.0403,0,0.055053,-2.1877,267.657331,0,2075124.24431278,19.3545,2.5421,300.366,9.1968,T2,9.1968
Blank1_10471351,41,11,4,4,2,2,4.878048780487805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP_D109,79788,51243,49844,49856,48094,47004,58.911114453301245,AAH_ONT_20230926_041_FP_BW1,3.54,0.25,20231009,172033163,AAH,ONT,20230926,41,AAH_ONT_20230926_041_3,0.75,NA,NA,NA,20230926,3,Rosette Cast,3,126,NA,B,NA,NA,0-01-01T06:45:00Z,NA,3300,FF,Whole,1,20,0.22,minor spill for 5 seconds,0-01-01T06:55:00Z,0-01-01T07:16:00Z,43.71741667,-78.02633333,31,825,September,1519552.151508174,>100 m,126.1,no,unstratified,NA,5.86,363,2.23,483,4.1,1.586,13.14,29.76,8.492,23.909,23.7839,2.388,1.51,0.05,123.585,3.831,183.252605,0.0122,1e-12,0.2867,93.0825,0.091575,1.9691,0.0554688,-3.31405,184.355918,0,2261417.296258327,3.8315,2.3101,317.785,12.03035,T3,12.03035
AP_D117,74912,55336,54265,54305,52371,51115,68.23339384878257,AAH_ONT_20230926_048_FP_MW1,36,0.25,20231009,172033163,AAH,ONT,20230926,48,AAH_ONT_20230926_048_2,0.75,NA,NA,NA,20230926,2,Rosette Cast,3,16.5,NA,M,NA,NA,0-01-01T00:48:00Z,NA,4160,FF,Whole,1,20,0.22,NA,0-01-01T01:02:00Z,0-01-01T01:27:00Z,43.87971667,-77.43926667,39,1040,September,5999757.383375547,10-20 m,16.5,no,unstratified,NA,10,126,0.352,364,4.62,1.553,13.071000000000002,28.43,8.47,23.7743,23.5895,2.626,0.605,2.37,16.149,19.6652,269.777929,0.0171,1e-12,0.8297,81.2675,1.2637,0,0.0554688,-2.2131,270.76275,0,2102981.821776293,19.6637,2.5165,301.976,9.0316,T4,9.0316
AP_D125,73551,49304,48084,48036,46497,45254,61.52737556253484,AAH_ONT_20230925_055_FP_BW1,10.4,0.25,20231017,175026656_1,AAH,ONT,20230925,55,AAH_ONT_20230925_055_3,0.75,NA,NA,NA,20230925,3,Rosette Cast,3,189.6,NA,B,NA,NA,0-01-01T19:26:00Z,NA,4540,FF,Whole,1,20,0.22,"Small black fleck came through tubing onto filter, not sure if it was within tubing or within bottle (or from environment?)",0-01-01T19:39:00Z,0-01-01T19:57:00Z,43.44283333,-77.4398,31,1135,September,1598643.7923094635,>100 m,189.7,no,unstratified,NA,4.03,349,2.38,475,5.68,1.569,13.014,30.53,8.636,24.216,23.6434,2.481,1.56,0.05,185.938,3.7787,183.671648,0.0098,1e-12,0.2365,94.2588,0.095238,0,0.0554688,-3.3746,184.751305,0,2284195.1137481527,3.7797,2.2759,319.106,11.9194,T4,11.9194
AP_D133,54663,42559,41768,41833,40296,39568,72.38534291934215,AAH_ONT_20230923_066_FP_EW1,36.8,0.25,20231017,175026656_1,AAH,ONT,20230923,66,AAH_ONT_20230923_066_1,0.75,NA,NA,NA,20230923,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T12:32:00Z,NA,4680,FF,Whole,1,20,0.22,NA,0-01-01T12:41:00Z,0-01-01T12:58:00Z,43.3332,-76.84138333,26,1170,September,6403220.814183744,< 10 m,5,no,unstratified,NA,16.3,135,0.352,333,6.25,1.627,13.850999999999999,30.82,8.818,23.1489,22.9324,2.736,0.596,1.64,4.916,20.1997,273.142151,2.4884,462.39,0.6192,85.6589,0.65934,1553.6,0.0558845,8.6141,274.324585,0,2104430.941625776,20.1977,2.4762,302.137,8.7506,T5,8.7506
AP_D141,72512,55527,54255,54289,52078,50837,70.1083958517211,AAH_ONT_20230924_717_FP_EW1,33.2,0.25,20231009,172033163,AAH,ONT,20230924,717,AAH_ONT_20230924_717_1,0.75,NA,NA,NA,20230924,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T10:28:00Z,NA,4330,FF,Whole,1,20,0.22,NA,0-01-01T10:39:00Z,0-01-01T11:04:00Z,43.3004,-77.44073333,36,1082.5,September,5379032.097167856,< 10 m,5,no,unstratified,NA,12.2,150,1.83,360,6.11,1.558,13.649999999999999,30.79,8.63,23.2982,23.0255,2.803,0.628,2.23,4.903,18.7684,265.329893,2.4505,64.519,0.6474,85.0577,0.86447,285.52,0.0554688,8.6726,266.287961,0,2127962.687468905,18.7464,2.4322,303.255,8.775,T4,8.775
AP_D149,64666,42904,41821,41800,40685,39374,60.88825657996474,AAH_ONT_20230926_033_FP_MW1,8.23,0.5,20231003,172033163,AAH,ONT,20230926,33,AAH_ONT_20230926_033_2,0.75,NA,NA,Night sample,20230926,2,Rosette Cast,3,68,NA,M,NA,NA,0-01-01T23:57:00Z,NA,4220,FF,Whole,1,20,0.22,Night sample,0-01-01T00:15:00Z,0-01-01T00:32:00Z,43.59733333,-78.8149,35,2110,September,1546129.5044899837,40-100 m,68.5,no,unstratified,NA,6.77,355,1.35,521,3.56,1.433,13.497,30.96,8.68,23.4166,23.1804,2.233,1.46,0.25,66.692,4.1244499999999995,183.8842745,0.0214,1e-12,0.27835,93.27860000000001,0.13187,0,0.0538058,-3.2077,184.9461265,0,2231555.5267196354,4.117,2.3773,315.7365,12.29155,T2,12.29155
Blank2_10471351,27,5,2,2,2,2,7.407407407407407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP_D110,92334,64277,62626,62596,60460,58669,63.539974440617755,AAH_ONT_20230926_041_FP_BW2,4.46,0.25,20231010,172033163,AAH,ONT,20230926,41,AAH_ONT_20230926_041_3,0.75,NA,NA,NA,20230926,3,Rosette Cast,3,126,NA,B,NA,NA,0-01-01T06:45:00Z,NA,2160,FF,Whole,2,20,0.22,NA,0-01-01T07:49:00Z,0-01-01T08:07:00Z,43.71741667,-78.02633333,82,540,September,1269148.657149436,>100 m,126.1,no,unstratified,NA,5.86,363,2.23,483,4.1,1.586,13.14,29.76,8.492,23.909,23.7839,2.388,1.51,0.05,123.585,3.831,183.252605,0.0122,1e-12,0.2867,93.0825,0.091575,1.9691,0.0554688,-3.31405,184.355918,0,2261417.296258327,3.8315,2.3101,317.785,12.03035,T3,12.03035
AP_D118,81914,60605,59556,59468,57274,55802,68.12266523427009,AAH_ONT_20230926_048_FP_MW2,33.6,0.25,20231016,175026656_1,AAH,ONT,20230926,48,AAH_ONT_20230926_048_2,0.75,NA,NA,NA,20230926,2,Rosette Cast,3,16.5,NA,M,NA,NA,0-01-01T00:48:00Z,NA,3700,FF,Whole,2,20,0.22,NA,0-01-01T01:44:00Z,0-01-01T02:07:00Z,43.87971667,-77.43926667,79,925,September,5776571.660142759,10-20 m,16.5,no,unstratified,NA,10,126,0.352,364,4.62,1.553,13.071000000000002,28.43,8.47,23.7743,23.5895,2.626,0.605,2.37,16.149,19.6652,269.777929,0.0171,1e-12,0.8297,81.2675,1.2637,0,0.0554688,-2.2131,270.76275,0,2102981.821776293,19.6637,2.5165,301.976,9.0316,T4,9.0316
AP_D126,75943,51170,49962,49870,48503,47052,61.95699406133548,AAH_ONT_20230925_055_FP_BW2,11.3,0.25,20231011,175026656_1,AAH,ONT,20230925,55,AAH_ONT_20230925_055_3,0.75,NA,NA,NA,20230925,3,Rosette Cast,3,189.6,NA,B,NA,NA,0-01-01T19:26:00Z,NA,4740,FF,Whole,2,20,0.22,NA,0-01-01T20:12:00Z,0-01-01T20:31:00Z,43.44283333,-77.4398,65,1185,September,1589838.0428275387,>100 m,189.7,no,unstratified,NA,4.03,349,2.38,475,5.68,1.569,13.014,30.53,8.636,24.216,23.6434,2.481,1.56,0.05,185.938,3.7787,183.671648,0.0098,1e-12,0.2365,94.2588,0.095238,0,0.0554688,-3.3746,184.751305,0,2284195.1137481527,3.7797,2.2759,319.106,11.9194,T4,11.9194
AP_D134,75558,57969,56897,56690,54629,53434,70.71918261468011,AAH_ONT_20230923_066_FP_EW2,24.6,0.25,20231009,172033163,AAH,ONT,20230923,66,AAH_ONT_20230923_066_1,0.75,NA,NA,NA,20230923,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T12:32:00Z,NA,4240,FF,Whole,2,20,0.22,NA,0-01-01T13:13:00Z,0-01-01T13:13:00Z,43.3332,-76.84138333,41,1060,September,5626553.709877964,< 10 m,5,no,unstratified,NA,16.3,135,0.352,333,6.25,1.627,13.850999999999999,30.82,8.818,23.1489,22.9324,2.736,0.596,1.64,4.916,20.1997,273.142151,2.4884,462.39,0.6192,85.6589,0.65934,1553.6,0.0558845,8.6141,274.324585,0,2104430.941625776,20.1977,2.4762,302.137,8.7506,T5,8.7506
AP_D142,119851,91587,90059,89909,86506,84099,70.16962728721496,AAH_ONT_20230924_717_FP_EW2,43.4,0.25,20231009,172033163,AAH,ONT,20230924,717,AAH_ONT_20230924_717_1,0.75,NA,NA,NA,20230924,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T10:28:00Z,NA,4365,FF,Whole,2,20,0.22,NA,0-01-01T11:27:00Z,0-01-01T11:48:00Z,43.3004,-77.44073333,80,1091.25,September,6050510.521298641,< 10 m,5,no,unstratified,NA,12.2,150,1.83,360,6.11,1.558,13.649999999999999,30.79,8.63,23.2982,23.0255,2.803,0.628,2.23,4.903,18.7684,265.329893,2.4505,64.519,0.6474,85.0577,0.86447,285.52,0.0554688,8.6726,266.287961,0,2127962.687468905,18.7464,2.4322,303.255,8.775,T4,8.775
AP_D150,72776,48527,47201,47110,45426,43503,59.776574694954384,AAH_ONT_20230926_033_FP_MW2,11.6,0.25,20231011,175026656_1,AAH,ONT,20230926,33,AAH_ONT_20230926_033_2,0.75,NA,NA,Night sample,20230926,2,Rosette Cast,3,68,NA,M,NA,NA,0-01-01T23:57:00Z,NA,4100,FF,Whole,2,20,0.22,Night sample,0-01-01T00:50:00Z,0-01-01T01:08:00Z,43.59733333,-78.8149,71,1025,September,1702711.7407322126,40-100 m,68.5,no,unstratified,NA,6.77,355,1.35,521,3.56,1.433,13.497,30.96,8.68,23.4166,23.1804,2.233,1.46,0.25,66.692,4.1244499999999995,183.8842745,0.0214,1e-12,0.27835,93.27860000000001,0.13187,0,0.0538058,-3.2077,184.9461265,0,2231555.5267196354,4.117,2.3773,315.7365,12.29155,T2,12.29155
